"","name","author","create_time","introduction","play_count","collect_count","share_count","comment_count","topics","fans","grade","playlists","length_name","english_name","name_language","name_style","name_scene","name_instruments","name_feeling","name_praise","name_location","name_古风","name_BGM","name_经典","name_爵士","name_世界","name_精选","name_节奏","name_女声","name_欧美","name_粤语","name_民谣","name_东方","name_amp","name_中国","name_那些","length_intro","intro_歌单","intro_音乐","intro_歌曲","intro_喜欢","intro_封面","intro_专辑","intro_歌手","intro_风格","intro_quot","intro_amp","intro_更新","intro_旋律","intro_收录","intro_节奏","intro_好听","intro_电音","欧美","流行","华语","电子","ACG","日语","古风","轻音乐","经典","器乐","治愈","兴奋","游戏","独立","另类","影视原声","民族","怀旧","粤语","摇滚","number_songs","number_hot_singers","talent","verification","musician","无","达人","认证","音乐人","cluster"
"94","『日系&amp;男声』阳光下的寂寞之声","maaaad",1474416000,"<b>介绍：</b>精选出52首偏慢的日系男声，适合午后休息，放松心情。如一缕轻风抚摸在脸颊上。<br><br>这些男声温柔而蕴藏着沧桑，引起回忆。歌词励志，如阳光般温暖，是受伤心灵的绝佳良药。希望每个人都能坚强地活在这世上，即便失去了最重要的东西。<br>",382484,17714,99,135,"[""日语"",""流行"",""放松""]",20456,9,51,19,"是","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否",129,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否",52,1,"是","否","否","否","是","否","否",3
"95","『日系女声』给她五秒，惊艳你的双耳②","wow-麻美-summit",1467504000,"<b>介绍：</b>（同款第三、四单已出）<br><br>此单收录50首精选日系女毒，前奏控，伴奏控，女声向。类型比较多：清新，治愈，兴奋，感动，快乐，安静。总有一款适合你~<br>这一次选曲更认真<br>希望会比上一次更好<br><br>推荐歌曲：前六首，第十首，第十二首，第二十五首，第三十一首，第三十四首，第四十一首，后四首（个人向）<br><br>那么，开始倾听她们的声音吧，向这些音乐诉说你的一切。（循环起来别有风味）<br><br>ps:私信可获得封面，封面:PID=47291141<br>",473791,18029,161,145,"[""日语"",""ACG"",""流行""]",11506,8,42,18,"否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否",252,"否","是","是","否","是","否","否","否","否","否","否","否","是","否","否","否","否","是","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否",50,1,"是","否","否","否","是","否","否",3
"96","『日系女声』给她五秒，惊艳你的双耳③","wow-麻美-summit",1470960000,"<b>介绍：</b>（同款第四单已出）<br>前言：用音乐的钥匙打开自己的内心吧。<br>一种名叫“前奏”的美妙的东西会不知不觉把你带入了一场梦幻的梦境。<br>听听可以让你静下心或激动的50首歌曲吧。<br><br>大家好~这已经是第三单啦~~<br>依旧挑选50首精品日系女声， 一样是前奏秒人，女声控。 不同的是，这次的冷门歌曲比较多，这一次歌曲类型稍微专注了一些:清新，伤感，安静，但还是有几首比较欢快。<br>保证好听哦~<br><br>推荐歌曲：第四首，第五首，第六首，第十四首，第二十首，第二十一首，第四十二首，第四十五首，第五十首。<br>",940445,30611,153,198,"[""日语"",""ACG"",""流行""]",11506,8,42,18,"否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否",278,"否","是","是","否","否","否","否","否","否","否","否","否","否","否","是","否","否","是","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否",50,2,"是","否","否","否","是","否","否",3
"97","『日系治愈』每一次创伤，都是一种成熟","maaaad",1466121600,"<b>介绍：</b><br>当你失落时，要学会勇敢面对生活。当坚强成为你唯一的选择，你才知道自己可以有多坚强。<br><br>当你生气，抑郁，失落，痛苦，迷茫的时候，这些治愈的歌曲或许会帮到你许多，让你重新振作起来。<br><br>本单精选四十余首日系治愈歌曲，不管是男声还是女声都能感动，温暖到你。<br><br>没有人可以回到过去重新开始，但谁都可以从今天开始，书写一个全然不同的结局。<br><br>真的很喜欢Ceui~她的歌又励志又动听还治愈呢~听说你们喜欢女毒~加了几首<br><br>",802257,34037,247,372,"[""日语"",""治愈"",""ACG""]",20456,9,51,18,"否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",248,"否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","是","否","否","否","否","否","否","否","否","否",44,1,"是","否","否","否","是","否","否",3
"98","『柔婉女声』融化在耳朵里的治愈暖风","朩朩青尘",1484092800,"<b>介绍：</b>阳光、午后、慵懒<br><br>惬意的独处时光，<br><br>怎么少得了<br><br>柔美悦耳的华语女声，<br><br>浅吟低唱，<br><br>轻柔在你耳畔绽放，<br><br>缓缓诉说着<br><br>小心事、小烦恼、小爱恋…<br><br>岁月如此静好！<br><br>封面作者：MIssY_木易<br>",3542362,50171,897,263,"[""华语"",""民谣"",""流行""]",62239,10,63,17,"否","否","是","否","否","是","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否",168,"否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",75,6,"是","否","否","否","是","否","否",3
"99","『深渊潜音』沉溺于低分贝声海下的汹涌暗流","团战专用小火把",1469318400,"<b>介绍：</b>总有那么一种歌声，<br>低沉处如轻声私语，高亢处不声嘶力竭。<br>这是一种平静的嘶吼、无声的呐喊，<br>浓郁的情感从少有起伏、平铺直叙般的嗓音下喷薄而出，<br>像在太空中看最激烈的新星爆发，<br>无比壮美却如死般寂静，<br>透出一股巨大的、令人窒息的张力。<br><br>细腻的声音掌控力，牢牢地限制住分贝数，<br>犹如潜入深海歌唱，水中气泡封存了音符。<br>没有歇斯底里的嚎叫，却有撕心裂肺的寂寥；<br>没有悲形于色的恸哭，却有深入骨髓的痛楚…<br>嗓音仿佛是个牢笼，关着名为情绪的猛兽。<br>",701297,14382,236,154,"[""欧美"",""流行"",""安静""]",14076,9,109,20,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",269,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",44,3,"是","否","否","否","是","否","否",3
"100","『视觉/小说』你所不知道的纯音殿堂","扶桑落语",1452038400,"<b>介绍：</b>视觉小说，是冒险游戏中分支游戏类型之一。可以将视觉小说理解为电子书，但作为一种新生的艺术形式，视觉小说集合了游戏系统+戏剧架构+文学+绘画CG+音乐多种艺术及设计形式，远比纯文字的电子书丰富。<br><br>在欧美，视觉小说（Visual novel）一般指日式的冒险游戏（如恋爱冒险游戏，即galgame，在中国一般被称为黄油）<br><br>目前业界公认的视觉小说第一作，是Leaf游戏会社于1996年发售的《雫》。<br><br>作为视觉小说的有机组成部分之一，每一首标题BGM，对游戏气氛体验的烘托，以及小说本身主题的体现，具有不可估量的作用，且具有一定商业价值<br><br>目前视觉小说专门的评分网站有：<br>中国：http://bangumi.tv/game/tag/galgame/?sort=rank<br>美国：the visual novel database<br>日本：ErogameScape -エロゲー批評空間-、2ch<br><br>内地有一定知名度的视觉小说作品：<br>《叙事曲》<br>平台：iOS<br>发行公司：286studio<br>发行时间：2011年<br>《叙事曲2：星空下的诺言》已于2015年11月12日在App Store上线，将移植PC（steam）平台。<br><br>《高考恋爱100天》<br>平台：PC<br>发行公司：落叶岛<br>发行时间：2014年<br><br>《潜伏之赤途》（同人）<br>平台：橙光游戏中心<br>发行人：fantasia<br>发行时间：2014年<br><br>中美日三国综合评分排行前50的作品：<br>Muv-luv alternative<br>Ever17<br>CLANNAD<br>白色相簿2<br>美好的每一天<br>Fate／stay night<br>樱之诗<br>YU-NO<br>寒蝉鸣泣之时<br>Steins;Gate<br>Air<br>Cross+Channel<br>Baldr Sky<br>装甲恶鬼村正<br>腐姬<br>悠久之翼<br>家族计画<br>车轮之国、向日葵的少女<br>星之梦<br>交响乐之雨<br>魔法使之夜<br>秽翼的尤斯蒂亚<br>传颂之物<br>Little Busters!<br>Rewrite<br>心跳回忆<br>月姬<br>幻灵镇魂曲<br>海猫鸣泣之时<br>Dies irae<br>女仆餐厅帕露菲<br>G弦上的魔王<br>Kanon<br>加奈妹妹<br>Remember11<br>最后的现在<br>五彩斑斓的曙光<br>Eden*<br>灰色的果实<br>缘之空<br>School Days<br>SWAN SONG<br>君之余影静静摇曳<br>沙耶之歌<br>Angel Beats！1st beat<br>水仙<br>青空下的约定<br>壳之少女<br>キラ☆キラ<br>",2229949,86590,630,816,"[""轻音乐"",""榜单"",""ACG""]",13927,9,8,17,"否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",1243,"否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否",180,0,"是","否","否","否","是","否","否",3
"101","『微醺女嗓』呼吸深海里的救生氧气","朩朩青尘",1468540800,"<b>介绍：</b>仿佛沉溺在深海里，<br><br>周围弥漫着冰冷的气息，<br><br>渐渐地迷醉。<br><br>仿佛快要无法呼吸，<br><br>继续游离在冷静透彻的声线里，<br><br>寻找着救生氧气。<br><br>令人销魂的冷门女声系列，希望朋友们喜欢。<br><br>By : 朩朩青尘 <br>Date : 2016.8.7<br>",517577,8679,144,188,"[""电子"",""另类/独立"",""欧美""]",62239,10,63,16,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",176,"否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","是","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否",55,2,"是","否","否","否","是","否","否",3
"102","『我爱你』用黄伟文的话怎么说？","一只爱听歌的奥特曼",1481414400,"<b>介绍：</b>如何说我爱你？黄伟文来教你！重要的！<br>如何说我爱你？黄伟文来教你！大事情！<br>如何说我爱你？黄伟文来教你！说三遍！<br><br>余生请你指教。《咬唇》<br><br>为你哭得出我都觉得享受。《啼笑姻缘》<br><br>我爱你爱到着迷近乎病危。《爱有什么用》<br><br>命运就地改写，只因你我当天那一眼。《目黑》<br><br>二百年后在一起，应该不怕旁人不服气。《命硬》<br><br>颠倒众生，吹灰不费，收你做我的迷。《芳华绝代》<br><br>漫天烽火失散在同年代中，仍可同生共死。《1874》<br><br>围绕身边已600天，你喜欢过我60秒吗？《一句到尾》<br><br>愉快的心照，怎算轻佻，想起你我会暗笑。《亲密关系》<br><br>就算飞天遁地，万年千里，亦决定要共你一起。<br>《失乐园》<br><br>甜蜜外号只得你可唤召，谁可像你一叫我就心跳。<br>《再见露丝玛丽》<br><br>他那天，说我眼睛很会笑，那十秒，灵魂大概已卖掉。《破相》<br><br>落泪都需要避忌，连情绪崩溃亦怕骚扰你。<br>《如何掉眼泪》<br><br>喜欢你让我下沉，喜欢你让我哭，<br>能持续获得糟踏亦满足。《痛爱》<br><br>一想到心怡的你，从来没有的力气，<br>突然注入渐软的双臂。《勇》<br><br>明知爱这种男孩子，也许只能如此 ，<br>但我会成为，你最牵挂的一个女子。《野孩子》<br><br>歌单创意来自知乎。<br>",2187550,37431,480,528,"[""华语"",""粤语"",""流行""]",13742,8,30,15,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",642,"是","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否",41,17,"是","否","否","否","是","否","否",3
"103","『旋律控』200＋必听的超赞神曲！","萌德不萌",1469836800,"<b>介绍：</b>持续更新~<br><br>◎使用说明书◎<br><br>『产品介绍』精选最热，最燃节奏音乐<br><br>『主要成分』100首欧美＋100首韩语流行热单合集<br><br>『适用范围』运动，健身，游戏，作业的最佳选择<br><br>『使用方法』列表循环or随机播放，想怎么听就怎么听<br><br>『保质期』200首歌呢，够听很久了<br><br>『副作用』使用本产品导致不由自主抖腿属正常现象，不必大惊小怪，但由于过分抖腿导致手脚不听使唤，甚至出现抽筋，下肢瘫痪等情况，本人概不负责。<br>",1276785,21420,227,237,"[""运动"",""游戏"",""兴奋""]",113415,8,39,17,"否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",257,"否","是","否","否","否","否","否","否","否","否","是","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否",226,53,"是","是","否","否","是","是","否",3
